ticker,entry_date,exit_date,entry_price,exit_price,trade_return,confidence,stopped_out
TSLA,2025-07-08,2025-07-13,297.0,323.63,0.089663,0.7758,False
MSFT,2025-07-10,2025-07-15,500.1446,489.2081,-0.021867,0.6787,False
MSFT,2025-07-18,2025-07-23,511.5086,498.5837,-0.025268,0.7218,False
AMZN,2025-07-22,2025-07-27,229.68,225.69,-0.017372,0.8846,False
GOOGL,2025-07-22,2025-07-27,191.0693,181.1517,-0.05,0.8971,True
AMZN,2025-07-29,2025-08-03,234.15,229.3,-0.020713,0.6965,False
GOOGL,2025-07-30,2025-08-04,195.1601,190.9097,-0.021779,0.8516,False
META,2025-07-30,2025-08-04,706.4309,703.1586,-0.004632,0.6612,False
AAPL,2025-08-01,2025-08-06,210.2302,213.1115,0.013705,0.833,False
MSFT,2025-08-01,2025-08-06,531.9101,507.9294,-0.045084,0.8368,False
AMZN,2025-08-05,2025-08-10,213.05,232.79,0.092654,0.7491,False
META,2025-08-06,2025-08-11,768.1958,698.3599,-0.05,0.7024,True
GOOGL,2025-08-09,2025-08-14,200.4881,188.7047,-0.05,0.8778,True
AAPL,2025-08-09,2025-08-14,227.4864,201.766,-0.05,0.908,True
META,2025-08-13,2025-08-18,789.2964,761.6712,-0.035,0.8087,False
GOOGL,2025-08-16,2025-08-21,203.7407,200.967,-0.013614,0.8409,False
MSFT,2025-08-21,2025-08-26,501.6041,517.5734,0.031836,0.7206,False
GOOGL,2025-08-23,2025-08-28,205.9657,203.4414,-0.012256,0.8487,False
TSLA,2025-08-26,2025-08-31,344.93,335.16,-0.028325,0.783,False
JPM,2025-08-30,2025-09-04,295.9509,291.9886,-0.013388,0.6826,False
META,2025-08-30,2025-09-04,724.3388,753.0215,0.039598,0.8022,False
GOOGL,2025-08-30,2025-09-04,207.9712,205.6265,-0.011274,0.9125,False
AAPL,2025-09-04,2025-09-09,237.9964,228.8738,-0.038331,0.805,False
AMZN,2025-09-05,2025-09-10,235.19,229.12,-0.025809,0.7522,False
MSFT,2025-09-06,2025-09-11,496.0472,507.5295,0.023148,0.8187,False
GOOGL,2025-09-06,2025-09-11,235.1505,211.164,-0.05,0.9082,True
JPM,2025-09-12,2025-09-17,300.6229,299.4598,-0.003869,0.8364,False
TSLA,2025-09-12,2025-09-17,370.94,338.53,-0.05,0.9054,True
GOOGL,2025-09-16,2025-09-21,251.738,233.7225,-0.05,0.8834,True
META,2025-09-17,2025-09-22,778.1625,763.9059,-0.018321,0.7075,False
TSLA,2025-09-19,2025-09-24,421.82,368.81,-0.05,0.814,True
JPM,2025-09-19,2025-09-24,309.0995,301.1748,-0.025638,0.896,False
AAPL,2025-09-20,2025-09-25,247.8276,233.6247,-0.05,0.659,True
AMZN,2025-09-25,2025-09-30,220.06,231.62,0.052531,0.8884,False
AAPL,2025-09-27,2025-10-02,254.0757,245.033,-0.035591,0.7873,False
META,2025-10-01,2025-10-06,720.2854,754.1388,0.047,0.6987,False
MSFT,2025-10-07,2025-10-12,526.1023,512.4689,-0.025914,0.8265,False
META,2025-10-08,2025-10-13,712.2588,733.1538,0.029336,0.9319,False
JPM,2025-10-09,2025-10-14,302.1339,306.2509,0.013626,0.7736,False
GOOGL,2025-10-11,2025-10-16,239.8841,245.0171,0.021398,0.8129,False
JPM,2025-10-17,2025-10-22,296.3003,302.6093,0.021293,0.7114,False
AMZN,2025-10-18,2025-10-23,213.88,216.37,0.011642,0.8291,False
GOOGL,2025-10-18,2025-10-23,254.3445,236.2491,-0.05,0.6829,True
AAPL,2025-10-21,2025-10-26,261.3818,247.1889,-0.05,0.8117,True
JPM,2025-10-24,2025-10-29,293.2497,295.6862,0.008309,0.7924,False
GOOGL,2025-10-25,2025-10-30,264.4607,252.9564,-0.043501,0.6914,False
AMZN,2025-10-28,2025-11-02,228.22,216.48,-0.05,0.771,True
META,2025-10-28,2025-11-02,751.3734,730.9475,-0.027185,0.887,False
AAPL,2025-10-29,2025-11-03,268.7677,262.2701,-0.024176,0.6792,False
MSFT,2025-10-29,2025-11-03,542.6833,515.5163,-0.05,0.7753,True
JPM,2025-11-01,2025-11-06,308.0271,297.568,-0.033955,0.6707,False
GOOGL,2025-11-01,2025-11-06,281.7972,259.5674,-0.05,0.938,True
AMZN,2025-11-04,2025-11-09,250.38,226.97,-0.05,0.9218,True
META,2025-11-04,2025-11-09,626.9914,749.5664,0.195497,0.8889,False
MSFT,2025-11-07,2025-11-12,494.8921,523.5828,0.057974,0.6881,False
GOOGL,2025-11-11,2025-11-16,287.3596,283.3351,-0.014005,0.8504,False
JPM,2025-11-13,2025-11-18,316.1784,308.7006,-0.023651,0.7845,False
TSLA,2025-11-15,2025-11-20,398.74,429.52,0.077193,0.7606,False
MSFT,2025-11-19,2025-11-24,488.0705,506.5735,0.037911,0.7745,False
JPM,2025-11-21,2025-11-26,298.4099,306.5216,0.027183,0.7919,False
AMZN,2025-11-21,2025-11-26,216.35,237.58,0.098128,0.8946,False
TSLA,2025-11-22,2025-11-27,402.17,404.35,0.005421,0.9234,False
GOOGL,2025-11-25,2025-11-30,325.7674,284.6333,-0.05,0.9071,True
META,2025-11-29,2025-12-04,638.4822,588.1664,-0.05,0.7031,True
AAPL,2025-12-02,2025-12-07,282.7354,271.2362,-0.040671,0.9131,False
TSLA,2025-12-05,2025-12-10,453.03,426.58,-0.05,0.8059,True
META,2025-12-06,2025-12-11,668.2224,646.8682,-0.031957,0.9179,False
JPM,2025-12-12,2025-12-17,316.6241,313.0783,-0.011199,0.7502,False
TSLA,2025-12-16,2025-12-21,472.21,439.58,-0.05,0.912,True
TSLA,2025-12-23,2025-12-28,489.4,475.31,-0.02879,0.8202,False
AAPL,2025-12-23,2025-12-28,270.5868,273.8537,0.012073,0.8579,False
JPM,2025-12-24,2025-12-29,323.1214,312.5336,-0.032767,0.6935,False
MSFT,2026-01-03,2026-01-08,472.9804,486.9086,0.029448,0.6976,False
TSLA,2026-01-03,2026-01-08,447.99,485.4,0.083506,0.6795,False
JPM,2026-01-06,2026-01-11,330.9264,324.7754,-0.018587,0.8816,False
AMZN,2026-01-07,2026-01-12,239.61,232.07,-0.031468,0.9276,False
AAPL,2026-01-08,2026-01-13,256.7797,272.8247,0.062485,0.8578,False
GOOGL,2026-01-08,2026-01-13,328.7386,313.6292,-0.045962,0.8631,False
META,2026-01-13,2026-01-18,641.7206,658.2264,0.025721,0.6682,False
JPM,2026-01-14,2026-01-19,306.6308,332.9062,0.085691,0.699,False
MSFT,2026-01-14,2026-01-19,465.3978,477.4203,0.025833,0.6902,False
GOOGL,2026-01-15,2026-01-20,337.4125,321.7535,-0.046409,0.7724,False
AAPL,2026-01-17,2026-01-22,252.4937,259.1275,0.026273,0.6539,False
META,2026-01-21,2026-01-26,606.221,641.4208,0.058064,0.8992,False
MSFT,2026-01-21,2026-01-26,451.5693,476.0933,0.054308,0.8941,False
JPM,2026-01-21,2026-01-26,301.885,322.8378,0.069406,0.8502,False
TSLA,2026-01-21,2026-01-26,421.66,448.96,0.064744,0.9003,False
META,2026-01-30,2026-02-04,726.8777,647.076,-0.05,0.8235,True
MSFT,2026-01-30,2026-02-04,438.1699,450.1126,0.027256,0.7691,False
TSLA,2026-01-30,2026-02-04,425.35,449.36,0.056448,0.7053,False
GOOGL,2026-02-03,2026-02-08,347.0956,333.0256,-0.040537,0.7102,False
AAPL,2026-02-03,2026-02-08,268.9484,255.1712,-0.05,0.7628,True
TSLA,2026-02-06,2026-02-11,400.87,416.56,0.03914,0.9012,False
MSFT,2026-02-06,2026-02-11,398.261,432.5128,0.086003,0.8939,False
AMZN,2026-02-06,2026-02-11,202.7,241.73,0.192551,0.6973,False
JPM,2026-02-10,2026-02-15,320.9077,306.5711,-0.044675,0.8408,False
GOOGL,2026-02-11,2026-02-16,318.7456,339.471,0.065022,0.7806,False
AMZN,2026-02-13,2026-02-18,198.88,222.69,0.11972,0.937,False
GOOGL,2026-02-18,2026-02-23,301.8775,324.0919,0.073587,0.9661,False
TSLA,2026-02-24,2026-03-01,399.5,417.44,0.044906,0.7788,False
JPM,2026-02-24,2026-03-01,295.3087,301.0095,0.019305,0.7715,False
TSLA,2026-03-04,2026-03-09,397.85,409.38,0.028981,0.8296,False
AMZN,2026-03-06,2026-03-11,214.99,207.92,-0.032885,0.8727,False
JPM,2026-03-06,2026-03-11,284.882,304.5713,0.069114,0.7061,False
JPM,2026-03-13,2026-03-18,283.2206,292.0553,0.031194,0.8854,False
TSLA,2026-03-14,2026-03-19,396.22,396.73,0.001287,0.7643,False
AAPL,2026-03-14,2026-03-19,252.11,257.46,0.021221,0.9565,False
META,2026-03-18,2026-03-23,616.34,653.5105,0.060308,0.7803,False
AAPL,2026-03-21,2026-03-26,253.97,250.12,-0.015159,0.8479,False
MSFT,2026-03-21,2026-03-26,383.9,395.55,0.030346,0.8367,False
TSLA,2026-03-21,2026-03-26,373.09,391.2,0.048541,0.7436,False
META,2026-03-25,2026-03-30,598.74,622.66,0.039951,0.9161,False
GOOGL,2026-03-26,2026-03-31,287.91,307.69,0.068702,0.7261,False
AMZN,2026-03-28,2026-04-02,201.48,205.37,0.019307,0.7604,False
MSFT,2026-03-28,2026-04-02,361.9,381.87,0.055181,0.9094,False
TSLA,2026-03-28,2026-04-02,365.86,367.96,0.00574,0.9163,False
JPM,2026-04-02,2026-04-07,290.4237,293.9158,0.012024,0.6935,False
TSLA,2026-04-07,2026-04-12,346.44,361.83,0.044423,0.9598,False
AMZN,2026-04-09,2026-04-14,225.23,208.27,-0.05,0.6515,True
JPM,2026-04-09,2026-04-14,306.95,292.6622,-0.046548,0.8938,False
